LabelID,Mean,StdD,Max,Min,Count,Vol(mm^3),Extent_X,Extent_Y,Extent_Z
0,0.33304,0.48482,1.6665,0.0,19436217,9951343.549,216,300,300
1,0.70132,0.07904,0.8974,0.5584,1170,599.04,15,17,15
2,0.69364,0.05856,0.8592,0.5677,668,342.016,11,13,13
3,0.66808,0.06235,0.8521,0.5653,360,184.32,9,12,12
4,0.83245,0.03701,0.934,0.7323,365,186.88,9,14,11
5,0.67738,0.05118,0.8038,0.5778,251,128.512,8,12,9
6,0.74104,0.0588,0.8754,0.6323,139,71.168,7,7,9
7,0.73757,0.05213,0.8627,0.6245,237,121.344,10,12,8
8,0.69623,0.07138,0.8506,0.5821,207,105.984,8,8,12
9,0.59831,0.05675,0.7558,0.4859,238,121.856,9,10,7
10,0.56467,0.06139,0.7067,0.4055,127,65.024,8,9,6
11,0.59653,0.02265,0.6426,0.5612,21,10.752,2,6,3
