LabelID,Mean,StdD,Max,Min,Count,Vol(mm^3),Extent_X,Extent_Y,Extent_Z
0,0.30356,0.45392,1.6654,0.0,18893694,9673571.76,210,300,300
1,0.73514,0.05935,0.9008,0.6554,20,10.24,3,3,6
2,0.71834,0.04397,0.7949,0.6602,25,12.8,4,5,2
3,0.81398,0.06616,0.932,0.655,28,14.336,5,4,3
4,0.72971,0.05006,0.8409,0.6511,30,15.36,3,4,4
5,0.7327,0.05628,0.8272,0.6019,32,16.384,4,4,4
6,0.81731,0.09995,0.9418,0.6229,34,17.408,5,3,8
7,0.62258,0.07426,0.7752,0.514,38,19.456,6,8,6
8,0.80924,0.08993,0.9394,0.6054,39,19.968,3,5,5
9,0.54755,0.02514,0.6152,0.4965,46,23.552,4,13,5
10,0.86096,0.02577,0.9281,0.8151,47,24.064,4,5,7
11,0.66627,0.05004,0.7597,0.5461,63,32.256,4,10,8
12,0.73537,0.07198,0.9147,0.5967,72,36.864,6,12,10
13,0.76134,0.03879,0.8836,0.6957,74,37.888,6,8,4
14,0.53354,0.06491,0.6772,0.4027,92,47.104,5,16,5
15,0.8415,0.08416,0.9845,0.6029,125,64.0,7,11,7
16,0.73606,0.09935,0.9109,0.4967,132,67.584,4,18,6
17,0.68988,0.12268,0.9286,0.3662,143,73.216,5,6,13
18,0.70561,0.12938,0.9101,0.3367,146,74.752,6,17,16
19,0.68516,0.12769,0.9238,0.2858,254,130.048,7,7,19
20,0.49945,0.06431,0.7095,0.376,435,222.72,26,23,20
21,0.50404,0.06298,0.7197,0.3919,449,229.888,28,46,28
22,0.77306,0.1073,1.0011,0.5757,508,260.096,7,17,14
23,0.65054,0.12257,0.9793,0.3682,1097,561.664,13,70,19
24,0.80673,0.0932,0.992,0.4875,756,387.072,26,50,11
25,0.70265,0.07667,0.9196,0.4664,1621,829.952,18,25,13
